"Direction","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"-1","GO:0043209","myelin sheath","45/802","205/14347",1.24206403128422e-15,3.10516007821054e-14,2.49066524168045e-14,"Mbp/Thy1/Cnp/Cox6a1/Cryab/Gstm1/Sod1/Cox5b/Plp1/Glul/Car2/Ckb/Pebp1/Atp5h/Tuba1b/Snap25/Ldhb/Hrh3/Cldn11/Mag/Sirt2/Ndufv2/Cycs/Mobp/Pllp/Sod2/Tppp/Ermn/Mif/Atp6v1a/Gjc3/Actb/Slc25a4/Gnao1/Cdc42/Ndufa10/Slc25a5/Mog/Atp5b/Ndrg1/Atp5c1/Igsf8/Tspan2/Atp5o/Tubb4a",45,"CC"
"-1","GO:0016469","proton-transporting two-sector ATPase complex","20/802","39/14347",1.77178115085585e-15,4.21852654965678e-14,3.38370234825102e-14,"Atp6v1d/Usmg5/Atp6v1g2/Atp5j2/Atp5h/Atp5e/Atpif1/Atp5k/Atp5j/Atp5d/Atp6v1a/Atp5g1/Atp6v0b/Atp5l/Atp5g2/Atp6v1f/Atp6v0e2/Atp5b/Atp5c1/Atp5o",20,"CC"
"-1","GO:1990204","oxidoreductase complex","29/802","88/14347",1.86657575732699e-15,4.24221763028861e-14,3.40270508871571e-14,"CYTB/Ndufb9/Ndufs6/Ndufa13/Uqcrq/ND1/Uqcrh/Uqcr10/Ndufa12/Ndufa1/Ndufa2/Ndufb5/Ndufc1/Ndufa3/Ndufc2/Ndufb10/Ndufv3/Ndufb4/Ndufv2/Sdhc/Ndufa8/Sdhd/Ndufs5/Ndufa5/Ndufb6/Ndufa10/Ndufs4/Cyc1/Pdk2",29,"CC"
"-1","GO:0015992","proton transport","27/793","72/14177",4.25142981110218e-16,1.20003692134711e-13,1.12804604321245e-13,"CYTB/COX1/Cox5b/Cox8a/Atp6v1d/Atp6v1g2/Atp5j2/Atp5h/Atp5e/Atp5k/Slc9a1/Atp5j/Slc11a2/Atp5d/Atp6v1a/Slc25a4/Atp5g1/Atp6v0b/Atp5l/Slc9a3r1/Atp5g2/Atp6v1f/Atp6v0e2/Atp5b/Atp5c1/Cyc1/Atp5o",27,"BP"
"-1","GO:0005753","mitochondrial proton-transporting ATP synthase complex","14/802","18/14347",6.47475257812915e-15,1.40755490828895e-13,1.12900720012229e-13,"Usmg5/Atp5j2/Atp5h/Atp5e/Atpif1/Atp5k/Atp5j/Atp5d/Atp5g1/Atp5l/Atp5g2/Atp5b/Atp5c1/Atp5o",14,"CC"
"-1","GO:0006818","hydrogen transport","27/793","73/14177",6.39477983644736e-16,1.69221861421988e-13,1.59070148431628e-13,"CYTB/COX1/Cox5b/Cox8a/Atp6v1d/Atp6v1g2/Atp5j2/Atp5h/Atp5e/Atp5k/Slc9a1/Atp5j/Slc11a2/Atp5d/Atp6v1a/Slc25a4/Atp5g1/Atp6v0b/Atp5l/Slc9a3r1/Atp5g2/Atp6v1f/Atp6v0e2/Atp5b/Atp5c1/Cyc1/Atp5o",27,"BP"
"-1","GO:0045333","cellular respiration","37/793","142/14177",1.35187918543027e-15,3.36697439477163e-13,3.16498774000734e-13,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND1/ND2/Uqcrh/Slc1a3/Uqcr10/Ndufa12/Snca/Pink1/Prkaca/Ndufc2/Idh3b/Ndufv3/Ndufv2/Cycs/Sdhc/Sdhd/Sod2/Ndufa5/Slc25a23/Bdnf/Ndufb6/ND5/Ndufa10/Ndufs4/Prelid1/Cyc1/ND4",37,"BP"
"-1","GO:0045259","proton-transporting ATP synthase complex","14/802","20/14347",7.38192150832235e-14,1.53790031423382e-12,1.23355793625913e-12,"Usmg5/Atp5j2/Atp5h/Atp5e/Atpif1/Atp5k/Atp5j/Atp5d/Atp5g1/Atp5l/Atp5g2/Atp5b/Atp5c1/Atp5o",14,"CC"
"-1","GO:1902600","hydrogen ion transmembrane transport","20/793","44/14177",3.50136478446181e-14,8.23598805411738e-12,7.74190657897666e-12,"COX1/Cox5b/Cox8a/Atp5h/Atp5e/Atp5k/Slc9a1/Atp5j/Atp5d/Atp6v1a/Atp5g1/Atp6v0b/Atp5l/Atp5g2/Atp6v1f/Atp6v0e2/Atp5b/Atp5c1/Cyc1/Atp5o",20,"BP"
"-1","GO:0006091","generation of precursor metabolites and energy","51/793","285/14177",9.78774999546603e-14,2.18112281477911e-11,2.05027605168183e-11,"CYTB/COX1/Cox7c/Pomc/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/S100b/Uqcrq/ND1/ND2/Uqcrh/Slc1a3/Uqcr10/Ndufa12/Cox7a2l/Snca/Igf2/Pink1/Prkaca/Ndufc2/Chchd10/Idh3b/Ndufv3/Ndufv2/Cycs/Sdhc/Sdhd/Sod2/Bpgm/Rhoa/Mif/Ddit4/Ndufa5/Slc25a23/Bdnf/Tpi1/Ndufb6/Adra1b/Ppp1cb/ND5/Ndufa10/Ndufs4/Tcf7l2/Prelid1/Cyc1/ND4",51,"BP"
"-1","GO:0005925","focal adhesion","55/802","345/14347",1.3986593042319e-12,2.79731860846379e-11,2.24374397857833e-11,"Rps29/Thy1/Rps14/Alcam/Rpl38/Rps15/Rps18/Rps10/Rps16/Ywhae/Rps19/Cd81/Rps17/Rpl30/Rpl31/Rpl37a/Gja1/Rps2/Rpl27/Cfl1/Csrp1/Rpl23/Sdc4/Rps9/Slc9a1/Scarb2/Rpl8/Arpc5/Rps11/Rpl10a/Rpl5/Rpl18/Rps3/B2m/Mapk3/Rpl9/Rplp2/Rps13/Pfn1/Rhoa/Slc9a3r2/Fzd2/Actb/Arf1/Ywhab/Ppp1cb/Rhob/Rpl12/Rab10/Rps8/Flrt2/Pabpc1/Rpl19/Rpl3/Rpl6",55,"CC"
"-1","GO:0009259","ribonucleotide metabolic process","62/793","400/14177",1.83703301163551e-13,3.88899888563238e-11,3.65569569315467e-11,"CYTB/Hpca/COX1/Apoe/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Ramp1/Cox7a2l/Snca/Htr2c/Pink1/Atpif1/Atp5k/Hrh3/Ndufc2/Gng7/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Fzd2/Cmpk1/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Chga/Mocs2/Ndufa10/Nudt3/Atp5b/Atp5c1/Cyc1/Atp5o/ND4",62,"BP"
"-1","GO:0005924","cell-substrate adherens junction","55/802","349/14347",2.25035458025865e-12,4.32760496203587e-11,3.47119471691719e-11,"Rps29/Thy1/Rps14/Alcam/Rpl38/Rps15/Rps18/Rps10/Rps16/Ywhae/Rps19/Cd81/Rps17/Rpl30/Rpl31/Rpl37a/Gja1/Rps2/Rpl27/Cfl1/Csrp1/Rpl23/Sdc4/Rps9/Slc9a1/Scarb2/Rpl8/Arpc5/Rps11/Rpl10a/Rpl5/Rpl18/Rps3/B2m/Mapk3/Rpl9/Rplp2/Rps13/Pfn1/Rhoa/Slc9a3r2/Fzd2/Actb/Arf1/Ywhab/Ppp1cb/Rhob/Rpl12/Rab10/Rps8/Flrt2/Pabpc1/Rpl19/Rpl3/Rpl6",55,"CC"
"-1","GO:0009150","purine ribonucleotide metabolic process","61/793","392/14177",2.43052682122617e-13,4.68168948060631e-11,4.4008323412407e-11,"CYTB/Hpca/COX1/Apoe/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Ramp1/Cox7a2l/Snca/Htr2c/Pink1/Atpif1/Atp5k/Hrh3/Ndufc2/Gng7/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Fzd2/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Chga/Mocs2/Ndufa10/Nudt3/Atp5b/Atp5c1/Cyc1/Atp5o/ND4",61,"BP"
"-1","GO:0015980","energy derivation by oxidation of organic compounds","43/793","217/14177",2.4326208921431e-13,4.68168948060631e-11,4.4008323412407e-11,"CYTB/COX1/Cox7c/Pomc/Cox6a1/Cox5b/Cox8a/Cox4i1/Ndufb9/Ndufs6/S100b/Uqcrq/ND1/ND2/Uqcrh/Slc1a3/Uqcr10/Ndufa12/Snca/Igf2/Pink1/Prkaca/Ndufc2/Idh3b/Ndufv3/Ndufv2/Cycs/Sdhc/Sdhd/Sod2/Ndufa5/Slc25a23/Bdnf/Ndufb6/Adra1b/Ppp1cb/ND5/Ndufa10/Ndufs4/Tcf7l2/Prelid1/Cyc1/ND4",43,"BP"
"-1","GO:0015077","monovalent inorganic cation transmembrane transporter activity","48/784","266/14123",2.9078055111161e-13,5.05958158934202e-11,4.46883794339948e-11,"CYTB/COX1/Atp1b2/Cox7c/Cox6a1/Cox5b/Cox8a/Cox4i1/Cox6c/Slc32a1/Cox6b1/Slc6a11/Uqcrq/Atp6v1g2/Uqcrh/Cox7b/Atp5h/Slc1a3/Snap25/Uqcr10/Atp5e/Slc6a7/Cox7a2l/Kcnip3/Uqcr11/Atp5k/Cox7a2/Slc9a1/Atp5j/Slc6a9/Slc11a2/Atp5d/Slc24a3/Scn1b/Atp6v1a/Slc13a3/Atp5g1/Slc6a1/Atp6v0b/Atp5l/Kcnab3/Atp5g2/Atp6v1f/Slc23a2/Atp6v0e2/Atp5b/Atp5c1/Atp5o",48,"MF"
"-1","GO:0009055","electron carrier activity","21/784","55/14123",4.61437874685542e-13,6.42321521562275e-11,5.67325723823909e-11,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Cox8a/Cox4i1/Cox6c/Cox6b1/Cox7b/Ndufa12/Cox7a2l/Uqcr11/Cox7a2/Cycs/Sdhc/Glrx5/Etfb/Sh3bgrl3/Fdx1l/Cyc1",21,"MF"
"-1","GO:0030055","cell-substrate junction","55/802","353/14347",3.58974189866376e-12,6.64767018271067e-11,5.33213124129003e-11,"Rps29/Thy1/Rps14/Alcam/Rpl38/Rps15/Rps18/Rps10/Rps16/Ywhae/Rps19/Cd81/Rps17/Rpl30/Rpl31/Rpl37a/Gja1/Rps2/Rpl27/Cfl1/Csrp1/Rpl23/Sdc4/Rps9/Slc9a1/Scarb2/Rpl8/Arpc5/Rps11/Rpl10a/Rpl5/Rpl18/Rps3/B2m/Mapk3/Rpl9/Rplp2/Rps13/Pfn1/Rhoa/Slc9a3r2/Fzd2/Actb/Arf1/Ywhab/Ppp1cb/Rhob/Rpl12/Rab10/Rps8/Flrt2/Pabpc1/Rpl19/Rpl3/Rpl6",55,"CC"
"1","GO:0015629","actin cytoskeleton","58/740","385/14347",1.29971453222431e-13,6.81050414885537e-11,4.80210316642875e-11,"Sptb/Dst/Sptbn1/Sptan1/Macf1/Ppp1r9a/Sptbn2/Myo5a/Mprip/Flnb/Myh10/Dbn1/Myo9a/Myh9/Ttn/Actn4/Myo10/Amot/Myh14/Sptbn4/Svil/Iqgap1/Myo18a/Myo5b/Actn2/Cdc42bpb/Lrrc7/Gsn/Myo7a/Apc2/Arhgap21/Lima1/Actn1/Cgnl1/Cgn/Utrn/Neb/Myo6/Gas2l3/Lcp1/Sorbs1/Peak1/Myrip/Srcin1/Akap13/D7Ertd443e/Cdc42bpa/Crocc/Myh11/Acaca/Mad1l1/Fmn1/Ankrd26/Ahnak/Myo9b/Arhgap32/Cttnbp2/Dapk1",58,"CC"
"-1","GO:0019693","ribose phosphate metabolic process","62/793","412/14177",7.06489710250816e-13,1.30055540573998e-10,1.22253436817315e-10,"CYTB/Hpca/COX1/Apoe/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Ramp1/Cox7a2l/Snca/Htr2c/Pink1/Atpif1/Atp5k/Hrh3/Ndufc2/Gng7/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Fzd2/Cmpk1/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Chga/Mocs2/Ndufa10/Nudt3/Atp5b/Atp5c1/Cyc1/Atp5o/ND4",62,"BP"
"-1","GO:0006163","purine nucleotide metabolic process","61/793","405/14177",1.05125988508386e-12,1.85459764726877e-10,1.74333930943073e-10,"CYTB/Hpca/COX1/Apoe/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Ramp1/Cox7a2l/Snca/Htr2c/Pink1/Atpif1/Atp5k/Hrh3/Ndufc2/Gng7/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Fzd2/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Chga/Mocs2/Ndufa10/Nudt3/Atp5b/Atp5c1/Cyc1/Atp5o/ND4",61,"BP"
"1","GO:0003774","motor activity","26/732","96/14123",1.6002275024835e-12,5.32875758327005e-10,4.69961550729364e-10,"Myo5a/Myh10/Myo9a/Myh9/Myo10/Myh14/Kif1b/Myo18a/Myo5b/Kif1a/Myo7a/Dync1h1/Cgnl1/Cgn/Dync2h1/Dnah8/Myo6/Dnah5/Stard9/Dnah1/Kif21a/Myh11/Kif21b/Myo9b/Kif5c/Kif26b",26,"MF"
"-1","GO:0072521","purine-containing compound metabolic process","63/793","438/14177",3.52835029720922e-12,5.97561406335354e-10,5.61713367315708e-10,"CYTB/Hpca/COX1/Apoe/Cox7c/Cox6a1/Cox5b/Aldoc/Cox8a/Cox4i1/Ndufb9/Ndufs6/Uqcrq/ND2/Uqcrh/Adcyap1/Atp5j2/Atp5h/Uqcr10/Ndufa12/Atp5e/Ramp1/Cox7a2l/Snca/Htr2c/Pink1/Atpif1/Gamt/Atp5k/Hrh3/Ndufc2/Gng7/Chchd10/Atp5j/Ndufv3/Ndufv2/Cycs/Atp5d/Sdhd/Bpgm/Rhoa/Mif/Ddit4/Atp6v1a/Fzd2/Slc25a23/Bdnf/Atp5g1/Tpi1/Atp5l/Ndufb6/ND5/Atp5g2/Chga/Mocs2/Ndufa10/Nudt3/Atp5b/Atp5c1/Ahcyl1/Cyc1/Atp5o/ND4",63,"BP"
"-1","GO:0070161","anchoring junction","60/802","440/14347",1.07745213515565e-10,1.9240216699208e-09,1.54326790787332e-09,"Rps29/Thy1/Rps14/Kazn/Alcam/Rpl38/Rps15/Rps18/Rps10/Rps16/Ywhae/Rps19/Cd81/Rps17/Rpl30/Rpl31/Rpl37a/Gja1/Pianp/Rps2/Rpl27/Cfl1/Csrp1/Rpl23/Sdc4/Rps9/Slc9a1/Scarb2/Rpl8/Arpc5/Rps11/Rpl10a/Rpl5/Rpl18/Rps3/B2m/Mapk3/Rpl9/Cadm3/Rplp2/Rps13/Pfn1/Rhoa/Slc9a3r2/Fzd2/Actb/Arf1/Ywhab/Ppp1cb/Rhob/Nectin1/Rpl12/Rab10/Ndrg1/Rps8/Flrt2/Pabpc1/Rpl19/Rpl3/Rpl6",60,"CC"
"-1","GO:0015985","energy coupled proton transport, down electrochemical gradient","13/793","22/14177",1.48300595342264e-11,2.3255730395524e-09,2.18606062763782e-09,"Cox5b/Atp5h/Atp5e/Atp5k/Atp5j/Atp5d/Atp5g1/Atp5l/Atp5g2/Atp5b/Atp5c1/Cyc1/Atp5o",13,"BP"
"-1","GO:0015986","ATP synthesis coupled proton transport","13/793","22/14177",1.48300595342264e-11,2.3255730395524e-09,2.18606062763782e-09,"Cox5b/Atp5h/Atp5e/Atp5k/Atp5j/Atp5d/Atp5g1/Atp5l/Atp5g2/Atp5b/Atp5c1/Cyc1/Atp5o",13,"BP"
"-1","GO:0005912","adherens junction","59/802","432/14347",1.4584231626821e-10,2.51452269427948e-09,2.01691188741154e-09,"Rps29/Thy1/Rps14/Alcam/Rpl38/Rps15/Rps18/Rps10/Rps16/Ywhae/Rps19/Cd81/Rps17/Rpl30/Rpl31/Rpl37a/Gja1/Pianp/Rps2/Rpl27/Cfl1/Csrp1/Rpl23/Sdc4/Rps9/Slc9a1/Scarb2/Rpl8/Arpc5/Rps11/Rpl10a/Rpl5/Rpl18/Rps3/B2m/Mapk3/Rpl9/Cadm3/Rplp2/Rps13/Pfn1/Rhoa/Slc9a3r2/Fzd2/Actb/Arf1/Ywhab/Ppp1cb/Rhob/Nectin1/Rpl12/Rab10/Ndrg1/Rps8/Flrt2/Pabpc1/Rpl19/Rpl3/Rpl6",59,"CC"
"1","GO:0005516","calmodulin binding","32/732","157/14123",1.88304907293769e-11,4.18036894192167e-09,3.68681186912011e-09,"Sptbn1/Sptan1/Myo5a/Unc13b/Unc13a/Myh10/Myh9/Ttn/Myo10/Myh14/Tjp1/Map2/Unc13c/Iqgap1/Myo5b/Myo7a/Nos1/Kcnh1/Myo6/Pde1c/Ryr2/Adcy8/Cacna1a/Ubr4/Aspm/Myh11/Pcnt/Ryr3/Ryr1/Atp2b4/Myo9b/Dapk1",32,"MF"
"1","GO:0044450","microtubule organizing center part","29/740","132/14347",2.17657118228432e-11,5.70261649758493e-09,4.02092886832525e-09,"Cep295/Cep250/Nek1/Cep162/Cep290/Alms1/Cep131/Akap9/Cep135/C2cd3/Nin/Dzip1/Pcm1/2700049A03Rik/Stard9/Odf2/Htt/Tubgcp6/Cep192/Pde4b/Ttbk2/Topors/Dzip1l/Crocc/Ccdc88a/Pcnt/Cep170/4933427D14Rik/Cep120",29,"CC"
"1","GO:0005814","centriole","23/740","90/14347",1.03029512152718e-10,1.79958214560081e-08,1.26888978124926e-08,"Cep295/Cep250/Cep162/Cep290/Alms1/Cep135/C2cd3/Nin/Dzip1/Pcm1/2700049A03Rik/Stard9/Odf2/Htt/Cep192/Ttbk2/Topors/Dzip1l/Crocc/Ccdc88a/Pcnt/Cep170/Cep120",23,"CC"
"-1","GO:0008137","NADH dehydrogenase (ubiquinone) activity","13/784","26/14123",2.28811839858607e-10,1.99066300676988e-08,1.75823834838719e-08,"Ndufa13/ND1/ND2/ND6/Ndufa12/Ndufa2/Ndufc2/Ndufv2/Ndufa5/ND5/Ndufa10/Ndufs4/ND4",13,"MF"
"-1","GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism","13/784","26/14123",2.28811839858607e-10,1.99066300676988e-08,1.75823834838719e-08,"Atp5h/Atp5e/Atp5d/Atp6v1a/Atp5g1/Atp6v0b/Atp5l/Atp5g2/Atp6v1f/Atp6v0e2/Atp5b/Atp5c1/Atp5o",13,"MF"
"-1","GO:0050136","NADH dehydrogenase (quinone) activity","13/784","26/14123",2.28811839858607e-10,1.99066300676988e-08,1.75823834838719e-08,"Ndufa13/ND1/ND2/ND6/Ndufa12/Ndufa2/Ndufc2/Ndufv2/Ndufa5/ND5/Ndufa10/Ndufs4/ND4",13,"MF"
"-1","GO:0000028","ribosomal small subunit assembly","11/793","17/14177",1.42358939319518e-10,2.15267053242443e-08,2.02353063747029e-08,"Rps14/Rps27/Rps25/Rpl38/Rps15/Rps10/Rps19/Rps17/Rps2/Rps28/Rpsa",11,"BP"
"-1","GO:0003954","NADH dehydrogenase activity","13/784","27/14123",4.18953642717016e-10,3.23990817034492e-08,2.86162488124839e-08,"Ndufa13/ND1/ND2/ND6/Ndufa12/Ndufa2/Ndufc2/Ndufv2/Ndufa5/ND5/Ndufa10/Ndufs4/ND4",13,"MF"
"1","GO:0030424","axon","57/740","459/14347",5.6414616671424e-10,7.39031478395655e-08,5.2109290662289e-08,"Dst/Sptbn1/Sptan1/Myo5a/Unc13b/Unc13a/Myh10/Ank3/Dbn1/Oxt/Myh14/Sptbn4/Pclo/Unc13c/Iqgap1/Kif1a/Apc/Th/Lrrc7/Mycbp2/Kcnh1/Nefh/Bsn/Erc2/Dlg2/Map1b/Nefm/Hcfc1/Nav1/Setx/Nf1/Nin/Myo6/Sgip1/Itpr2/Gabrg2/Calb1/Itsn1/Lrrk2/Htt/Srcin1/Ap3d1/Nrg1/Dnm3/Grin2b/Mical1/Nefl/Spg11/Gria3/Trpm7/Dicer1/Hdac6/Slc5a7/Mapk8ip3/Sema3a/L1cam/Vim",57,"CC"
"1","GO:0098794","postsynapse","55/740","441/14347",9.78583152001526e-10,1.0255551432976e-07,7.23121444952706e-08,"Dst/Sptbn1/Macf1/Ank2/Ppp1r9a/Sorbs2/Myh10/Syne1/Ank3/Dbn1/Kalrn/Shank2/Mpdz/Pclo/Map2/Myo5b/Dmd/Lrrc7/Actn1/Nos1/Kcnh1/Map1a/Frmpd4/Nefh/Bsn/Erc2/Cnksr2/Dlg2/Map1b/Nefm/Hip1/Nbea/Nf1/Pdzd2/Gabrg2/Calb1/Dgki/Sipa1l1/Dock10/Htt/Usp48/Srcin1/Iqsec3/Pde4b/Dnm3/Grin2b/Dlgap1/Gria3/Usp8/Cadps2/Epb41l1/Gabrq/Mink1/Arhgap32/Mapk8ip2",55,"CC"
"-1","GO:0019843","rRNA binding","18/784","59/14123",1.55199120313479e-09,1.08018587738181e-07,9.54066171190227e-08,"Rps14/Rps18/Rpl11/Rpl37a/Rps4x/Rpl23/Rps9/Rpl8/Rps11/Rpl5/Rps3/Rpl9/Rps13/Rpl17/Rpl12/Rpl19/Rpl3/Rpl6",18,"MF"
"1","GO:0000226","microtubule cytoskeleton organization","57/739","425/14177",4.10893540520034e-11,1.6879506644563e-07,1.47921674587212e-07,"Dst/Atrx/Clip1/Syne2/Cep250/Myh9/Ift172/Ranbp2/Map2/Ncor1/Apc/Fign/Apc2/Ino80/Dync1h1/Son/Map1a/Nefh/Cgn/Cep131/Cep135/Map1b/Nefm/Nav1/C2cd3/Nin/Pcm1/Dnah5/Gas2l3/Ccdc187/Tpr/Dock7/Stard9/Dnah1/Map7/Htt/Tnks/Spef2/Tubgcp6/Cep192/Hydin/Phldb2/Bicd2/Cdc42bpa/Crocc/Nefl/Aspm/Ccdc88a/Pcnt/Bicd1/Dicer1/Cc2d2a/Hdac6/Pkd1/4933427D14Rik/Mtcl1/Cep120",57,"BP"
"-1","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism","9/784","13/14123",2.79846578660021e-09,1.77066562497613e-07,1.56392729126748e-07,"Atp5h/Atp5e/Atp5d/Atp5g1/Atp5l/Atp5g2/Atp5b/Atp5c1/Atp5o",9,"MF"
"-1","GO:0070069","cytochrome complex","12/802","28/14347",1.1380900684671e-08,1.8968167807785e-07,1.52144672310865e-07,"CYTB/COX1/Cox7c/Cox6a1/Cox5b/Cox8a/Cox4i1/Uqcrq/Uqcrh/Cox7b/Uqcr10/Cyc1",12,"CC"
"-1","GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","8/802","11/14347",1.30829733557974e-08,2.11015699287054e-07,1.6925680300709e-07,"Atp5j2/Atp5h/Atp5k/Atp5j/Atp5g1/Atp5l/Atp5g2/Atp5o",8,"CC"
"-1","GO:0022890","inorganic cation transmembrane transporter activity","54/784","416/14123",4.4020778227334e-09,2.55320513718537e-07,2.25509951620728e-07,"CYTB/COX1/Gpm6a/Atp1b2/Cox7c/Cox6a1/Cox5b/Cox8a/Cox4i1/Cox6c/Slc32a1/Cox6b1/Slc6a11/Uqcrq/Atp6v1g2/Uqcrh/Cox7b/Atp5h/Slc1a3/Snap25/Uqcr10/Atp5e/Slc6a7/Cox7a2l/Kcnip3/Uqcr11/Atp5k/Cox7a2/Slc9a1/Timm8b/Atp5j/Slc6a9/Slc11a2/Atp5d/Slc24a3/Scn1b/Atp6v1a/Slc13a3/Atp5g1/Slc6a1/Atp6v0b/Atp5l/Atox1/Kcnab3/Atp5g2/Atp6v1f/Slc23a2/Atp6v0e2/Tmco1/Atp5b/Nipa1/Atp5c1/Atp5o/Slc39a4",54,"MF"
"-1","GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","13/784","32/14123",5.59769554238296e-09,2.99692007499888e-07,2.64700744676247e-07,"Ndufa13/ND1/ND2/ND6/Ndufa12/Ndufa2/Ndufc2/Ndufv2/Ndufa5/ND5/Ndufa10/Ndufs4/ND4",13,"MF"
"-1","GO:0033177","proton-transporting two-sector ATPase complex, proton-transporting domain","10/802","20/14347",3.12075227147154e-08,4.87617542417429e-07,3.91120597181137e-07,"Atp5j2/Atp5h/Atp5k/Atp5j/Atp5g1/Atp6v0b/Atp5l/Atp5g2/Atp6v0e2/Atp5o",10,"CC"
"1","GO:0014069","postsynaptic density","35/740","228/14347",6.25354872342927e-09,4.95892924838018e-07,3.49655316629458e-07,"Dst/Sptbn1/Macf1/Ank2/Ppp1r9a/Sorbs2/Dbn1/Kalrn/Shank2/Pclo/Map2/Lrrc7/Nos1/Map1a/Nefh/Bsn/Erc2/Cnksr2/Dlg2/Map1b/Nefm/Nf1/Pdzd2/Dgki/Sipa1l1/Htt/Srcin1/Pde4b/Dnm3/Grin2b/Dlgap1/Gria3/Usp8/Epb41l1/Mapk8ip2",35,"CC"
"1","GO:0099572","postsynaptic specialization","35/740","229/14347",7.02720172830498e-09,4.95892924838018e-07,3.49655316629458e-07,"Dst/Sptbn1/Macf1/Ank2/Ppp1r9a/Sorbs2/Dbn1/Kalrn/Shank2/Pclo/Map2/Lrrc7/Nos1/Map1a/Nefh/Bsn/Erc2/Cnksr2/Dlg2/Map1b/Nefm/Nf1/Pdzd2/Dgki/Sipa1l1/Htt/Srcin1/Pde4b/Dnm3/Grin2b/Dlgap1/Gria3/Usp8/Epb41l1/Mapk8ip2",35,"CC"
"1","GO:0031674","I band","22/740","102/14347",8.27348104796064e-09,4.95892924838018e-07,3.49655316629458e-07,"Dst/Sptan1/Ank2/Ank3/Syne2/Ttn/Actn4/Actn2/Dmd/Synm/Actn1/Nos1/Sphkap/Neb/Ryr2/Pde4b/Grin2b/Nexn/Ryr1/Ppp1r12b/Atp2b4/Adra1a",22,"CC"
"1","GO:0032279","asymmetric synapse","35/740","231/14347",8.85270580800578e-09,4.95892924838018e-07,3.49655316629458e-07,"Dst/Sptbn1/Macf1/Ank2/Ppp1r9a/Sorbs2/Dbn1/Kalrn/Shank2/Pclo/Map2/Lrrc7/Nos1/Map1a/Nefh/Bsn/Erc2/Cnksr2/Dlg2/Map1b/Nefm/Nf1/Pdzd2/Dgki/Sipa1l1/Htt/Srcin1/Pde4b/Dnm3/Grin2b/Dlgap1/Gria3/Usp8/Epb41l1/Mapk8ip2",35,"CC"
"1","GO:0044441","ciliary part","43/740","323/14347",1.00768631141521e-08,4.95892924838018e-07,3.49655316629458e-07,"Myo5a/Shank2/Ift172/Cep162/Rpgrip1l/Cep290/Myo7a/Map1a/Alms1/Cep131/Akap9/2410089E03Rik/Dync2h1/Map1b/Dnah8/C2cd3/Nin/Dzip1/Pcm1/Dnah5/2700049A03Rik/Dnah1/Odf2/Spef2/Myrip/Lca5/Hydin/Ttbk2/Dnah7b/Topors/Dzip1l/Crocc/Ccdc88a/Opn3/Pcnt/Adgrv1/Cc2d2a/Ptpn23/Dnah9/Atp2b4/Phlpp2/Pcdh15/Kif5c",43,"CC"
